병삼환경,NULL,서비스업,충주시 금봉대로 369 (교현동)
보드미동물병원,043-843-0075,보건업,충주시 국원대로 108 (교현동)
보람세탁소,NULL,서비스업,충주시 만리산15길28 (교현동)
보해미안,043-847-9696,서비스업,"충주시 신호4길 31, 1층 (교현동)"
부창상사,NULL,도소매, 충주시 국원대로 61 (교현동)
블럭아이,010-8844-6691,서비스업,충주시 염밭로 96-1 (교현동)
비타민약국,844-2836,소매,충주시 사직로 281 (안림동)
상무크리닝,043-842-5471,서비스업,충주시 삼원로 183 (교현동)
생명살림터올리,043-848-3240,소매,"충주시 천변로 163, 2층 (교현동)"
샤랄랄라키즈카페,043-855-1338,서비스업,"충주시 봉현로 328, 2층 (교현동)"
샹떼PC방 충주교현점,NULL,서비스업,"충주시 갱고개로 69, 2층전체 (교현동)"
서울떡방앗간,043-842-8859,제조,충주시 만리산로 21 (교현동)
서울유통㈜,043-844-9002,도매업,충주시 갱고개로 92 (교현동)
서윤스킨,043-851-2777,서비스업,"충주시 금봉8길24, 2층 (교현동)"
선양상회,043-852-3256,도소매,충주시 예성로 246 (교현동)
성남e-해법수학교습소,043-853-1634,서비스업,"충주시 금봉8길 20, 105호 (교현동)"
세븐짐,043-842-1173,서비스업,"충주시 신호3길 34, 누리마트 203호 (교현동)"
손헤어아트,043-854-8788,서비스,충주시 봉현로 295 (교현동)
송'S헤어라인,043-842-8999,서비스업,"충주시 금봉8길 20, 102호 (교현동)"
수도누수공사,043-853-8272,서비스업,충주시 만리산4길 8 (교현동)
수재노래연습장,NULL,서비스업,"충주시 갱고개로 70, 2층 (교현동)"
숨결헤어샵,043-857-1466,서비스업,"충주시 만리산9길 53, 108호"
쉼터,NULL,음식,충주시 국원대로 70(교현동)
스피드카,NULL,서비스업,충주시 계명대로 85 (교현동)
신데렐라헤어,NULL,서비스,충주시 야현2길 8 (교현동)
신라세차장,043-847-4423,서비스업,충주시 국원대로 99 (교현동)
신흥상사,043-842-5723,도매업,충주시 봉현로 228 (교현동)
씨디쥐오일샵,043-855-5149,서비스업,충주시 금봉대로 366 (교현동)
씨크릿네일,NULL,서비스업,"충주시 교동14길 4, 1층 (교현동)"
아름목욕탕,043-847-1506,서비스업,충주시 예성로 256 (교현동) 
아름헤어샵,043-847-9598,서비스업,충주시 천변로 289 (교현동)
안나가죽공방,010-6355-3032,서비스업,"충주시 남산4길 35, 203동 401호 (교현동)"
애니붐만화교습소,043-855-3556,서비스업,"충주시 교동15길 9-7, 2층 (교현동)"
어느가게,NULL,도소매,충주시 예성로 228 (교현동)
언니의작업실,NULL,서비스업,충주시 대현6길 25 (교현동)
에끌라두 충주안림점,043-845-1373,서비스업,"충주시 만리산11길 20, 103호 (안림동)"
에스케이스피드메이트연수점,043-848-5930,서비스업,충주시 갱고개로 96 (교현동)
엘지공인중개사사무소,043-848-3737,부동산중개업,"충주시 만리산10길 28 (안림동, 엘지@상가동102호)"
엘지미용실,NULL,서비스업,"충주시 금봉대로 397, 엘지아파트상가 106호 (안림동)"
엘지컴퓨터크리닝,043-845-0845,서비스업,충주시 만리산10길28 (안림동)
여진헤어,NULL,서비스업,"충주시 만리산10길28, 110호 (안림동,안림LG아파트상가)"
연두밭미술학원,043-842-2356,서비스업,충주시 국원대로 137 (교현동)
예쁘개앤사랑스럽개,043-855-4545,서비스업,"충주시 예성로 232, 102호 (교현동)"
예쁘다헤어,043-854-4828,서비스업,"충주시 봉현로 338, 1층 (교현동)"
오리지날매트리스,043-854-0180,도소매,충주시 안림로 6 (안림동)
오케이전자,043-855-3695,서비스업,충주시 칠금18길10 (교현동)
오헤어,043-856-5880,서비스업,"충주시 만리산13길3, 1층 (교현동)"
온유음악학원,043-855-3636,서비스업,충주시 남산10길9 (교현동)
용인대해천GYM,043-847-2069,서비스업,충주시 사직로 264 (교현동)
우리카공업사(남산점),043-848-1204,서비스업,충주시 등촌7길 21 (교현동)
워시엔조이 셀프빨래방 충주교현점,010-8675-2015,서비스업,"충주시 금성2길 19, 1층 (교현동) 1층 "
워시엔조이 셀프빨래방 충주용산점,010-2859-0214,서비스업,"충주시 남산7길 11, 1층 (교현동)"
월드체육관,043-845-2421,서비스업,충주시 봉현로 184 (교현동)
월악보험대리점,NULL,서비스업,"충주시 국원대로 113, 3층 (교현동)"
웰빙옷수선,043-854-2169,서비스업,충주시 갱고개로 12-1 (교현동)
위드윤,043-853-4772,서비스업,충주시 염밭로 82-1 (교현동)
유나헤어,NULL,서비스업,"충주시 교동5길 47, 1층 (교현동)"
은빛헤어샵,043-845-3569,서비스업,충주시 교현동 509-7
은하스킨케어,043-910-8090,서비스업,충주시 염밭로 84 (교현동)
을지관우리도장,043-855-4717,서비스업,"충주시 남산14길5, 2층 (교현동)"
이광세치과의원,NULL,보건업,충주시 봉현로 355 (안림동)
이수연미용실,NULL,서비스업,충주시 칠금18길 6 (교현동)
이엘(EL)헤어,NULL,서비스업,충주시 만리산로2 (교현동)
이화입시학원,NULL,서비스업,충주시 봉현로 276 (교현동)
익스트림피씨방,043-844-6024,서비스업,"충주시 국원대로 78, B1층 (교현동)"
일광자동차정비공업사,043-843-0432,서비스업,충주시 안림로 54 (안림동)
일등누수탐지,NULL,서비스업,충주시 남산12길 21 (교현동)
일등아이네트학원,043-848-1896,서비스업,충주시 교동13길 1 (교현동)
작은나무치과의원,043-847-7705,의료서비스,"충주시 사직로 283, 2층 (안림동)"
장정형외과의원,"043-848-0693,4",보건업,충주시 천변로 171 (교현동)
정아미용실,043-855-4090,서비스업,충주시 만리산 15길 28 (교현동)
정은숙헤어크리닉,043-843-3820,서비스업,충주시 남산10길 13 (교현동) 
제시카헤어살롱,NULL,서비스,"충주시 봉현로 355, 109호 (안림동)"
제이앤제이머리염색전문점,043-854-3222,서비스업,충주시 갱고개로 2 (교현동)
제이앤제이염색전문점,010-5833-2669,서비스업,"충주시 갱고개로 2, 1층 (교현동)"
제이에스컴퍼니,043-848-3355,도소매,충주시 계명대로 138 (교현동)
제이엠(JM)헤어,438420042,서비스,충청북도 충주시 남산14길 6 (교현동)
죠이건강랜드,043-848-7114,서비스업,충주시 금봉대로 378 (교현동)
주식회사 에이원파트너스,070-8614-3515,서비스업,충주시 천변로 287-2 (교현동)
주식회사 엔젤,043-854-8004,서비스업,충주시 약막7길 44-11 (안림동)
㈜조양자동차운전전문학원,043-853-5801,서비스업,충주시 샘골길26 (안림동)
㈜조운,043-843-5858,서비스업,충주시 금봉대로 424 (안림동)
중부제일의원,043-853-8275,보건업,"충주시 사직로 281, 2층 (안림동)"
중앙검정고시학원,043-852-9775,서비스업,충주시 봉현로 213 (교현동)
중앙엔지니어링,043-857-9028,서비스업,"충주시 예성4길 29, 1층(교현동)"
중원당구클럽,043-855-5844,서비스업,"충주시 만리산10길 28, 상가동 지하층 (안림동,안림엘지아파트)"
쭉쭉빵빵헤어클럽,043-847-8758,서비스업,충주시 봉현로 213 (교현동)
참조은클리닝,043-853-5858,서비스업,충주시 천변로 311 1층 (교현동)
천일탕,043-845-5525,서비스업,"충주시 예성1길5, 1층 (교현동)"
청아미용실,043-845-2414,서비스업,충주시 예성로 275 (교현동)
체인지헤어,043-843-9927,서비스업,"충주시 남산 12길 21, 1층 (교현동)"
초코헤어,043-845-0337,서비스업,충주시 광명2길 6-1소현빌(교현동)
충일상회,043-847-8403,도소매,충주시 천변로 293-1(교현동)
충일이용원,043-847-7251,서비스업,충주시 동촌5길 5 (교현동)
충주 하수구 달인,NULL,서비스,충주시 야현9길 8 (교현동)
충주노인주야간보호센터,043-852-0688,의료보건업,충주시 만리산15길 8 (교현동)
충주누비방,NULL,서비스,충주시 갱고개로 35-1 (교현동)
충주시설관리공단,043-870-7861,서비스업,충주시 목벌길 256 (목벌동 하늘나라)
충주와이더블유씨에이산모신생아도우미제공기관,043-842-1929,서비스업,"충주시 천변로 163, 2층 (교현동)"
충주요양원,043-848-0191,의료보건업,"충주시 만리산 15길 8, 4층 (교현동)"
충주의료원,043-871-0441,서비스업,충주시 안림로 239-50 (안림동)
충주지역자활센타,043-855-2800,서비스업,"충주시 예성로 208, 4층 (교현동)"
충주축산업협동조합,043-847-1506,서비스업,충주시 예성로 256 (교현동)
충주축산업협동조합 하나로마트안림점,043-851-7570,도소매,충주시 금봉대로 366-1 (교현동)
충주치매전문요양원,043-853-0688,의료보건업,"충주시 만리산15길 8, 3층  (교현동)"
충주컨벤션센터웨딩홀,043-854-7777,서비스업,충주시 봉현로 296 (교현동)
충주헬스,NULL,서비스업,충주시 염밭로 114 (교현동)
카라헤어,NULL,서비스업,"충주시 금봉대로 421, 1층 (안림동)"
카페319,NULL,서비스업,충주시 목벌안길 26 (목벌동)
캐렌시아헤어,010-2466-7739,서비스업,충주시 천변로 299-1 (교현동)
코리아칼라테크,043-844-1942,서비스업,충주시 천변로 289 (교현동)
코콤충주센터,0507-1344-3258,서비스업,"충주시 대흥5길 7, 303호(교현동)"
퀸즈헤어샵,043-851-5155,서비스,충주시 안림로 13 (안림동)
크로스핏아일린,NULL,서비스업,"충주시 국원대로 97, 1층 (교현동)"
크린시아교현안림점,043-852-0852,서비스업,"충주시 봉현로 355, 102호 (안림동)"
큰맘할매순대국,NULL,서비스업,"충주시 봉현로 366, 201호 (안림동)"
클라비어음악학원,043-855-3990,서비스,충주시 금봉8길 32(교현동)
탑골프스크린,043-855-3379,서비스업,"충주시 국원대로 64, 5층 (교현동)"
탑당구클럽,NULL,서비스업,"충주시 봉현로 320, 2층 2호 (교현동)"
톡톡(TOKTOK)헤어,NULL,서비스업,"충주시 금봉대로 425, B105호 (안림동)"
파랑머리방,043-857-4160,서비스업,충주시 남산4길 56 (교현동)
팜팜헤어,303-07-17700,서비스업,"충주시 만리산9길 53, 8동 102호 (교현동)"
팝스토어,NULL,소매,충청북도 충주시 안림로 150 (안림동)
퓨전한정식뜰안채,438483351,음식,충청북도 충주시 교현동 108-5
프로세탁소,NULL,서비스업,충주시 사직로 267 (교현동)
피알광고시대,043-851-1129,광고업,충주시 갱고개로 76 (교현동)
하나기획,NULL,서비스업,"충주시 만리산9길 42, 102동 203호 (교현동,스카이뷰)"
하나스크린,043-855-6900,서비스업,"충주시 안림로 13, 나동 (안림동)"
하나카정비프라자,043-854-5185,서비스업,충주시 국원대로 95-3 (교현동)
하나헬스,043-851-1101,서비스업,충주시 계명대로 130 (교현동)
한국지엠충주바로서비스,043-843-0927,서비스업,충주시 봉현로 278 (교현동)
한마음의원,043-846-7533,의료서비스,충주시 만리산로 22 (교현동)
한스타워나이스펍볼링장,043-857-8185,서비스업,"충주시 국원대로 107, 3층 (교현동)"
한쓰헤어,043-855-9812,서비스,"충청북도 충주시 월촌5길 19, 1층 102호 (교현동)"
한양세탁소,NULL,서비스업,충주시 남산7길 16 (교현동)
할무니칼국수,043-857-0812,음식,"충주시 예성9길 11, 1층 (교현동)"
합자회사남양써비스,043-843-8158,서비스업,"충주시 천변로 261, 6층 (교현동)"
해랑당구장,NULL,서비스업,충주시 안림로 224 (안림동)
해송회포차,438437774,일반음식,충청북도 충주시 갱고개로 89 (교현동)
해피맘,043-851-1991,서비스업,충주시 야현1길 20 (교현동)
해피크린,NULL,서비스업,충주시 형설로 186 (교현동)
헤어스타일챌,NULL,서비스업,"충주시 봉현로 366, 상가동 207호 (안림동,충주2차푸르지오)"
헤어클럽아이비,043-852-3875,서비스업,충주시 야현7길 1 (교현동)
현헤어,043-847-5664,서비스업,"충주시 봉현로 366, 상가 108호 (안림동)"
형제자전거,043-843-1845,서비스업,충주시 천변로 281-1 (교현동)
호박노래연습장,438570932,서비스업,"충청북도 충주시 봉현로 355, 지하층 (안림동)"
홍익요가연구원,043-843-2320,서비스,"충주시 계명대로 115, 지하층 1호 (교현동)"
화이트세탁소,043-855-9154,서비스업,충주시 만리산10길 8 (안림동)
화이트운동화빨래방,043-847-8289,서비스업,충주시 금릉로 76 (교현동)
활옥관광농원,043-854-0504,서비스업,충주시 목벌안길 26 (목벌동)
휴피부관리실,043-842-9920,서비스업,"충주시 천변로 309-2, 1층 (교현동)"
희망카랜드정비공업사,043-848-1309,서비스업,충주시 천변로 299-2 (교현동)
최경아헤어샵,043-857-9628,서비스업,"충주시 남산9길 15, 가동 117호 (교현동)"
길가집,043-855-1919,음식,충주시 금가면 충원대로 1527 (1-4호)
도촌권역운영위원회,043-848-7774,서비스업,충주시 금가면 강수로 351-17
비에이치씨(bhc)19 비공군점,043-848-9249,음식,"충주시 금가면 보라매로 162-2, 1층 (은하아파트)"
성운유통,NULL,도매업,충주시 금가면 김생로 455
슈슈네농장,043-855-0399,농업,충주시 금가면 도촌리 435(금가면)
시프트정보기술,043-855-2005,서비스업,충주시 금가면 기곡 1길 28
싱그런농장,043-845-8044,농업,충주시 금가면 마사3길 39-19
엄뽕,043-852-4880,음식,충주시 금가면 경촌1길 347 1층
에이치씨모터스,043-845-4820,서비스업,충주시 금가면 금가중앙1길 163-1
예덕주유소,043-855-5180,도소매,충주시 금가면 충원대로 1507
예전카센타,043-851-8290,서비스업,충주시 금가면 사임리 689
예진카센타,043-851-8290,서비스업,충주시 금가면 사암리 689
일광집,043-853-7265,음식,충주시 금가면 충원대로 1383
재미있는달콤이농장,NULL,농업,충주시 금가면 문곡길 44-21
중원농협협동조합 금가지점,043-853-8161,금융업,충주시 금가면 강수로 351-7
충북원예농협거점APC,043-855-4100,도소매,충청북도 충주시 금가면 금가중앙2길 1-22 (금가면)
팜친환경영농조합법인,043-842-6235,도소매,충청북도 충주시 금가면 오미기2길 81
한국영농조합중원,NULL,농업,충주시 금가면 금가북길 220
효진천하이불,043-845-5881,도매업,충주시 금가면 충원대로 1415
금강센테리움㈜,043-849-7000,서비스업,충주시 노은면 솔개로 750
뉴서울미용실,NULL,서비스업,"충주시 노은면 연하중앙길 33, (다동)"
대덕낚시터,NULL,서비스업,충주시 노은면 대덕길 165 
리을농산,NULL,농업,충주시 노은면 갑노로 878
문성레져개발㈜ 동촌골프클럽,043-722-0707,서비스업,충주시 노은면 감노로 1927 (동촌골프클럽)
부강슈퍼철물,043-853-9066,도소매,충주시 노은면 대덕길 2(노은면)
상은자동차공업사,043-853-9599,서비스업,충주시 노은면 상신대길 4-1
행운주유소,043-857-0038,도소매,충주시 노은면 감노로 1930
강변미용실,043-852-7294,서비스업,충주시 하품2길 52 (풍동)
건국대구내안경원,043-840-3913,소매,"충주시 충원대로 268, (단월동)"
"건대(이불,운동화)세탁전문점",NULL,서비스업,"충주시 충원대로 268, 105호 (단월동)"
기연산업,043-252-4863,부동산,"충주시 창현로 1238, 1층(달천동)"
꼬꼬야,070-4415-2800,음식점,충주시 충열4길 5-1 (단월동)
대광상회,043-853-3543,서비스업,충주시 상용두2길 1 (용두동)
대동상사,438482100,도소매,충청북도 충주시 중원대로 3651 (달천동)
대한종합상사,043-857-8900,도소매,충주시 중원대로 3863 (용두동)
두담태양광 발전소,043-853-3724,전기및도소매업,충주시 두담6길 21-1 (용관동)
롯데시네마충주관,043-724-0786,서비스업,"충주시 중원대로 3683, 4층 (달천동)"
마이꼴밴드노래연습장,438573636,서비스,충청북도 충주시 충열4길 3 (단월동)
세이프티팩토리,043-846-0337,서비스업,충주시 두담6길 10 (용관동)
에스제이(SJ)배드민턴센터,NULL,서비스업,충주시 산정관산길 35(용관동)
왕가네미용(건대점),043-853-2338,서비스업,"충주시 충원대로 242, 나동 (단월동,케이티지오빌)"
용인이용원,NULL,서비스업,충주시 상용두2길 3-1 (용두동) 
우진상사,043-856-6833,도소매,충주시 창현로 1444 (용관동)
일미닭갈비파전건국대점,043-856-3285,음식점,충주시 충열2길 19 (단월동)
주식회사 삼원스틸,043-848-6534,도소매,충주시 상용두3길 56(용두동)
중원자동차공업사㈜,043-848-0051,서비스업,충주시 송림길 11 (달천동)
충주골프연습장,043-856-0600,서비스,충주시 모시래길 54-22(단월동)
충주공업사,043-856-6044,서비스업,충주시 중원대로 3752-2 (용두동)
충주시농업기술센터(중부농기계임대사업장),043-850-3237,임대업,충주시 창현로 1239 (용관동)
충주시설관리공단,043-870-7850,서비스업,충주시 모시래길 105 장애인형 국민체육센터 (단월동)
충주중장비직업전문학교,043-845-8900,서비스업,충주시 충원대로 27 (단월동)
충주축협사료사업소,043-856-5206,도매업,충주시 하풍1길 21 (풍동)
태권치킨건대점,NULL,음식,충주시 충열5길 11 (단월동)
피씨아집트카페,NULL,서비스업,충주시 충열5길 22 (단월동)
13스시,043-848-0083,음식,충주시 대소원면 첨단산업9로 13
3030영어첨단러닝센터,043-842-3004,서비스업,"충주시 대소원면 첨단산업2로 42, 101동 102호 "
가마치교통대점,043-845-9515,음식,충주시 대소원면 대학로 19
경인타이어총판,043-844-4944,도소매,충주시 대소원면 웃말길 30
그리다뷰티,NULL,서비스업,"충주시 대소원면 쇠실로 1023, 1층"
너두나두헤어,NULL,서비스업,"충주시 대소원면 첨단쉼터2길17, 103호"
넘버원 세탁,NULL,서비스업,"충주시 대소원면 첨단산업2로 41, 104호 (서충주오드카운티)"
"노리노리(진천,충주점)",010-6629-8327,서비스업,"충주시 대소원면 첨단산업2로 41, 103동103호"
대소원당구장,NULL,스포츠업,충주시 대소원면 쇠실로 1024
대소원카공업사,043-846-1048,서비스업,충주시 대소원면 첨단쉼터3길 2-12
대영베이스컨트리클럽,043-850-8600,서비스업,충주시 대소원면 성종두담길 113
대영힐스컨트리클럽,043-850-8600,서비스업,충주시 대소원면 성종두담길 114
두꺼비순대국,NULL,음식, 충주시 대소원면 대학로 7
디알더칼라,NULL,서비스,"충주시 대소원면 첨단산업4로 24, 상가동401호"
명랑핫도그 교통대점,070-4145-7982,음식,충주시 대소원면 용두제방길 4
미미분식 교통대점,NULL,일반,충주시 대소원면 대학로19
민현콜세탁크리닝,NULL,서비스업,충주시 대소원면 대소원로 108 (대소원면)
백조세탁소,043-842-0268,서비스업,충주시 대소원면 대학로 11
사자머리헤어클럽,043-853-5567,서비스업,충주시 대소원면 만정리 대학로 10 
살롱드블루문,NULL,서비스업,"충주시 대소원면 첨단쉼터7길 46-7, 101호"
서울원치과의원,043-846-7511,보건업,"충주시 대소원면 첨단산업4로 13, 2층"
서충주모터스,043-855-5500,서비스업,"충주시 대소원면 첨단산업1로 72, 다동 101호"
서충주와이지복싱,NULL,체육도장업,"충주시 대소원면 첨단산업4로 31, 2층"
서충주자동차공업사,043-853-5592,서비스업,충청북도 충주시 대소원면 산정독정길 184 (대소원면)
소망자동차정비,043-857-7733,서비스업,충주시 대소원면 대소원1길 91
썬락볼링장,NULL,서비스업,"충주시 대소원면 첨단산업1로74, 301호"
썬볼링프라자,043-848-2750,서비스업,충주시 대소원면 첨단산업1로 74
알유네일,010-8408-4491,서비스업,"충주시 대소원면 첨단산업5로 11, 202호"
